Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
499,56-6713067,2022-04-05,2022-04-06,Standard Class,R31 6JA,A,US,Avilaside,Mississippi,25786,Region 3,VIUA11373706091613,Consumer Staples,Tobacco,3700,940,88.0,813.02
500,66-5991440,2022-03-17,2022-03-17,Second Class,341 SHR,B,US,East Stacy,Missouri,05398,Region 0,HLMB72551192608917,Telecommunication Services,Diversified Telecommunication Services,5400,980,83.64,296.99
501,54-9747995,2022-01-12,2022-01-23,First Class,3HCD 32,B,US,Lesterborough,Kansas,10469,Region 4,RYXU05016228585353,Industrials,Airlines,8900,150,47.44,188.83
502,10-8014348,2022-03-13,2022-03-16,Standard Class,2UE Y45,C,US,Port Ashley,Kentucky,30493,Region 4,FYDW41552804567121,Real Estate,Real Estate Management & Development,4300,640,52.8,146.37
503,82-5479777,2022-03-05,2022-03-09,Standard Class,PM 8305,A,US,Lake Matthew,West Virginia,79337,Region 3,KSEK10629964211484,Information Technology,"Technology Hardware, Storage & Peripherals",2500,220,78.2,748.92
504,92-1453290,2022-01-17,2022-02-07,Second Class,699 NLG,C,US,Amandaburgh,West Virginia,24576,Region 3,MRJB25265242677054,Information Technology,Communications Equipment,4300,270,71.6,940.98
505,53-6385728,2022-01-05,2022-03-22,First Class,HQZ 057,D,US,Gregoryfurt,Vermont,15571,Region 2,DLIT49702120289228,Utilities,Water Utilities ,5300,310,16.48,873.98
506,12-1439573,2022-03-15,2022-03-20,Second Class,999 4UH,A,US,Timothyport,Tennessee,14248,Region 1,KMWT92172480418035,Consumer Staples,Beverages,9200,580,59.27,687.53
507,75-3277625,2022-03-03,2022-03-25,First Class,NJM 5613,A,US,Deleonview,Arizona,75825,Region 0,TKRO15272707727655,Industrials,Air Freight & Logistics,5000,370,14.2,696.06
508,84-1591574,2022-01-30,2022-02-27,First Class,85-Q595,B,US,Port Jessica,Nevada,63975,Region 0,PRMQ33007321584963,Health Care,Health Care Technology,400,450,32.51,25.52
509,63-9902932,2022-01-10,2022-01-18,Standard Class,1P EQ572,A,US,East Jacob,Maine,38508,Region 2,PUXN94187651244324,Consumer Staples,Food & Staples Retailing,2100,310,50.06,36.4
510,24-5350808,2022-01-03,2022-01-12,First Class,SB7 G4R,A,US,Millertown,Oklahoma,85638,Region 3,CFHC58319276191788,Utilities,Electric Utilities,8200,920,6.46,539.26
511,99-4180926,2022-02-01,2022-03-22,Second Class,S13-48B,B,US,Pamelaland,Kansas,84974,Region 0,TUYC51418371974423,Information Technology,Semiconductors & Semiconductor Equipment,7400,860,11.74,770.48
512,61-0878534,2022-04-04,2022-04-07,Second Class,4-E7280,B,US,Gonzalezchester,Wisconsin,02407,Region 2,CCOI20982707416179,Energy,Energy Equipment & Services,6800,250,76.94,493.75
513,75-7218596,2022-02-07,2022-03-18,First Class,94-1072O,D,US,North Anna,Michigan,69842,Region 0,DEGA77345973753413,Real Estate,Real Estate Management & Development,4800,880,79.11,84.13
514,39-4535831,2022-03-17,2022-03-27,Second Class,MIA 894,C,US,Nathanielchester,Connecticut,33030,Region 2,DUEP09321505902931,Consumer Staples,Personal Products,3400,940,13.63,101.79
515,98-5634149,2022-02-13,2022-03-03,Second Class,384 3TF,D,US,Lake Williamshire,New Hampshire,92557,Region 2,QUYG04313744556818,Financials,Thrifts & Mortgage Finance,7000,790,22.0,289.59
516,01-9726034,2022-02-03,2022-03-02,Second Class,WQN-753,B,US,East Christopher,Idaho,93443,Region 4,DFNJ15032726050780,Consumer Staples,Beverages,9000,730,48.82,424.24
517,50-6225334,2022-03-06,2022-03-18,Second Class,UJZ0947,B,US,East Evanfort,Virginia,99556,Region 3,CKCB40029975157166,Consumer Staples,Tobacco,8200,760,6.16,94.09
518,84-3927928,2022-04-02,2022-04-03,Second Class,86B VJ6,C,US,Lake Jeffrey,Nebraska,38119,Region 1,NQAH82998859415828,Consumer Discretionary,Leisure Products,8700,170,37.37,654.96
519,38-7876105,2022-02-14,2022-03-21,Second Class,1JJ6792,B,US,Bethbury,South Carolina,46516,Region 4,QQDL97549044298738,Utilities,Gas Utilities,8800,580,23.12,662.55
520,67-4225052,2022-01-05,2022-01-11,Standard Class,B48-21Z,A,US,Karenland,North Dakota,21786,Region 1,NPWM97254972787386,Materials,Containers & Packaging,2600,790,53.76,672.24
521,91-7219179,2022-01-15,2022-01-24,First Class,HXI 825,D,US,West Brandonmouth,North Dakota,71333,Region 4,KYNU65894326671198,Health Care,Health Care Providers & Services,7400,660,79.74,270.28
522,60-9393076,2022-03-04,2022-04-07,Second Class,2-47522V,D,US,Linstad,Maryland,58475,Region 4,FGFW83921343199616,Health Care,Pharmaceuticals,3300,900,2.26,20.1
523,44-9307391,2022-02-06,2022-02-13,Standard Class,QXP 646,A,US,West Joshua,South Carolina,67323,Region 2,DJCI44187151664423,Energy,"Oil, Gas & Consumable Fuels",6800,50,73.02,459.87
524,01-4336111,2022-01-21,2022-02-15,First Class,1O 4057I,C,US,Estradachester,Colorado,31744,Region 4,YKZN96162661635976,Industrials,Professional Services,6500,240,47.98,189.78
525,61-2979869,2022-03-02,2022-03-08,First Class,LYS 350,B,US,North Rhonda,Michigan,29710,Region 1,GWTO37332216478895,Health Care,Biotechnology,2700,910,76.15,409.51
526,37-9956950,2022-01-26,2022-04-03,Standard Class,720-VRHR,D,US,East Sharonbury,North Dakota,42103,Region 4,WJQF36765597011039,Energy,Energy Equipment & Services,1100,650,59.37,550.52
527,26-4097284,2022-03-19,2022-04-04,Standard Class,0W656,A,US,Leahburgh,North Dakota,29847,Region 1,HHYX84070669188909,Information Technology,"Electronic Equipment, Instruments & Components",2400,210,7.73,263.81
528,87-9060409,2022-03-29,2022-04-03,First Class,456 2769,A,US,Clarkside,Georgia,88225,Region 0,FTKL45276937954425,Information Technology,Internet Software & Services,6600,320,42.56,622.7
529,57-2269986,2022-01-12,2022-02-17,Standard Class,0-48966K,C,US,Bryanhaven,Missouri,20324,Region 0,QLTE57641327404279,Industrials,Airlines,8400,480,79.47,649.42
530,82-4659572,2022-04-08,2022-04-08,Second Class,22-99365,D,US,Michaelborough,Mississippi,70393,Region 2,CSJY80709454155286,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",2800,80,57.12,210.89
531,75-0081882,2022-01-16,2022-03-19,First Class,3-9082V,A,US,Elizabethton,Washington,82393,Region 0,XOVG81351901833761,Telecommunication Services,Diversified Telecommunication Services,3900,550,75.22,153.62
532,46-6976670,2022-03-16,2022-03-20,Standard Class,897 VGK,B,US,Kevinland,Idaho,78776,Region 2,IABB66521619559977,Health Care,Pharmaceuticals,4300,190,29.5,665.96
533,41-8988173,2022-02-23,2022-03-30,Standard Class,STD 959,C,US,South Lisaborough,New Hampshire,85244,Region 4,XZMC83151608402820,Energy,Energy Equipment & Services,8200,670,16.55,204.71
534,37-8521409,2022-02-13,2022-03-04,Standard Class,YYT-9652,C,US,Reedville,Wyoming,61080,Region 2,BEVP14941392922256,Health Care,Pharmaceuticals,3300,730,40.09,906.82
535,12-2180876,2022-03-07,2022-03-28,First Class,CUS 166,B,US,Lake Jenniferview,Kansas,90888,Region 3,CFFN00461450213030,Consumer Discretionary,Diversified Consumer Services,900,590,58.66,916.72
536,71-7032513,2022-02-14,2022-02-18,First Class,PIX-9939,A,US,Downsfurt,Arkansas,99371,Region 2,LXIR62439998257210,Materials,Paper & Forest Products,2600,10,71.68,458.5
537,72-9097615,2022-04-02,2022-04-02,First Class,DL 24748,D,US,East Annette,New Hampshire,85674,Region 4,RPNX46695899381345,Health Care,Health Care Providers & Services,300,100,8.36,220.2
538,44-3605148,2022-02-08,2022-02-09,Second Class,MWP 482,A,US,Craigville,Arkansas,76535,Region 1,CTCB00378967081140,Real Estate,Equity Real Estate Investment Trusts,6600,690,42.25,723.2
539,73-6101314,2022-01-21,2022-03-19,First Class,987T4,A,US,North Frank,Maryland,93286,Region 2,TOSQ15428353313108,Utilities,Independent Power and Renewable Electricity Producers,3000,310,46.41,700.32
540,64-3935211,2022-01-28,2022-03-31,Second Class,2KBU 84,B,US,Suzanneview,New Mexico,85957,Region 3,DFJJ10503894639378,Industrials,Airlines,4000,130,73.84,196.15
541,24-1334635,2022-03-19,2022-03-26,Standard Class,553 IXZ,B,US,Amyview,Alaska,60436,Region 3,LGVV24381089094899,Information Technology,"Technology Hardware, Storage & Peripherals",5200,20,29.45,87.19
542,34-4085830,2022-01-08,2022-01-18,Second Class,245 WWA,B,US,New Tylermouth,New York,58403,Region 3,EZNJ44050074047057,Materials,Paper & Forest Products,1000,130,40.14,925.13
543,75-8300410,2022-04-04,2022-04-05,Second Class,4BH 207,D,US,North Philip,California,19209,Region 1,IUWX92844097774769,Consumer Discretionary,Multiline Retail,9200,600,96.07,17.05
544,46-9086132,2022-02-25,2022-03-11,Standard Class,4GV 070,A,US,Taylorville,Texas,76337,Region 2,SEDP08989013923760,Materials,Chemicals,2800,890,95.42,522.76
545,63-3274008,2022-01-19,2022-02-12,Standard Class,1-9755K,D,US,Brittanychester,Nevada,46095,Region 0,VMFH72699496760910,Consumer Staples,Food Products,400,770,47.83,433.64
546,90-3441018,2022-01-29,2022-04-04,First Class,6W VD787,C,US,Christianhaven,Rhode Island,66844,Region 3,UARM92045207172749,Consumer Staples,Food Products,6300,300,0.33,212.98
547,47-8142430,2022-03-06,2022-04-09,Second Class,EDE1243,D,US,Port Kevinstad,Wyoming,13526,Region 4,JIBX00287102389536,Consumer Discretionary,Diversified Consumer Services,2600,240,29.46,973.71
548,14-7173990,2022-01-04,2022-03-20,Standard Class,UFS3991,D,US,East Kevin,Colorado,27653,Region 3,ZKAH47990603696591,Information Technology,Software,6700,470,95.33,768.33
549,81-8467515,2022-03-25,2022-04-09,Standard Class,240-IGC,A,US,Loribury,Idaho,16638,Region 0,GUPX81421029420523,Industrials,Commercial Services & Supplies,5400,710,31.61,351.21
550,94-3267367,2022-01-18,2022-02-13,Standard Class,LDP-3143,C,US,Steventown,New York,93746,Region 1,MJOB72300409828015,Financials,Mortgage REITs,1200,530,90.9,854.08
551,10-1914057,2022-03-13,2022-04-04,Second Class,706 CGJ,D,US,North Amandafort,Utah,16504,Region 1,IUFR10760003725530,Utilities,Gas Utilities,4100,830,91.73,535.21
552,83-7932368,2022-03-23,2022-03-26,Standard Class,82-4938T,A,US,Lake Mary,Minnesota,49458,Region 2,CDUU57487595177428,Industrials,Professional Services,800,860,26.38,829.0
553,23-5825629,2022-02-05,2022-02-21,Second Class,5-S5671,A,US,South Victoria,Oregon,56710,Region 3,UIXX90909550136485,Energy,"Oil, Gas & Consumable Fuels",2000,160,29.37,329.54
554,10-9595638,2022-03-31,2022-04-07,First Class,654 1SG,D,US,West Joseph,New Jersey,27358,Region 0,NVCP02425130196498,Energy,Energy Equipment & Services,300,670,84.86,371.75
555,60-5295755,2022-02-22,2022-03-13,First Class,71-5207Q,A,US,Russellchester,Washington,72891,Region 2,BPBG46548614826843,Consumer Staples,Beverages,300,890,59.23,281.94
556,27-8348910,2022-02-20,2022-03-25,Second Class,59K•344,A,US,Ashleymouth,Texas,40781,Region 2,ZXXE25287112301230,Consumer Staples,Beverages,8900,260,79.8,616.37
557,47-4872761,2022-01-01,2022-02-13,Standard Class,S26-87U,A,US,Lake Emily,New Mexico,94506,Region 1,IELW96474452977007,Energy,"Oil, Gas & Consumable Fuels",9100,290,59.46,108.92
558,55-3361017,2022-02-09,2022-02-24,Second Class,8U W2200,D,US,Huangmouth,Maryland,00978,Region 1,AFMW79498118552374,Information Technology,Semiconductors & Semiconductor Equipment,9000,740,91.1,663.03
559,59-1212224,2022-03-06,2022-03-08,First Class,9II3173,B,US,Stephanietown,Delaware,79551,Region 1,WDDV62193418902802,Industrials,Building Products,3000,830,29.0,497.47
560,39-4634429,2022-03-27,2022-04-07,First Class,8AW 573,B,US,North Lori,Connecticut,71049,Region 3,PPRE42883272046802,Energy,Energy Equipment & Services,4000,830,61.45,358.23
561,20-8289502,2022-03-30,2022-04-08,Second Class,485 YKX,D,US,Jamesburgh,West Virginia,76197,Region 0,BRYY48818072468205,Materials,Metals & Mining,3800,790,80.75,83.2
562,41-9029603,2022-01-13,2022-01-31,Second Class,AVC-7069,B,US,Bellchester,Indiana,64209,Region 1,CBAN88919015882935,Materials,Construction Materials,9600,270,82.43,874.35
563,35-6846755,2022-04-03,2022-04-09,First Class,YIN 666,A,US,Oliviaside,Louisiana,25124,Region 1,LHGY59101939148769,Telecommunication Services,Diversified Telecommunication Services,6100,100,51.17,262.28
564,36-4092606,2022-02-21,2022-03-11,Standard Class,48-K046,D,US,Joeltown,Connecticut,03808,Region 1,KFWW46605193131137,Consumer Staples,Food Products,9500,970,2.5,703.43
565,62-9005752,2022-03-29,2022-04-05,Second Class,14FV8,A,US,East Latoyaburgh,Washington,20995,Region 1,ZGDC28381730252257,Consumer Discretionary,"Hotels, Restaurants & Leisure",9300,840,40.8,286.68
566,64-1863674,2022-01-30,2022-03-08,Second Class,035 9GH,B,US,South Steve,Pennsylvania,47127,Region 0,PHAA03111945405649,Utilities,Multi-Utilities,6700,930,57.31,404.54
567,34-6532499,2022-01-21,2022-02-07,Standard Class,HBS 506,B,US,Danielsberg,Maine,00542,Region 4,OFKF52392575201041,Materials,Chemicals,7000,890,62.73,884.03
568,77-9823874,2022-03-18,2022-04-03,Second Class,222 6VP,D,US,West Deborah,Washington,39190,Region 1,DSRQ00723149146492,Industrials,Construction & Engineering,8600,380,85.25,627.45
569,62-7057405,2022-03-18,2022-04-06,First Class,ZVG-093,B,US,Haleyport,Texas,72011,Region 3,FCQT84500793461481,Real Estate,Equity Real Estate Investment Trusts,4300,540,33.4,55.36
570,67-1019621,2022-03-06,2022-03-25,First Class,394-XDD,C,US,New Judithview,Nebraska,68922,Region 0,HBNI20132957563884,Materials,Construction Materials,2500,590,80.87,980.7
571,46-5156297,2022-02-15,2022-02-25,Second Class,074D,B,US,North Jefferyside,Indiana,25212,Region 1,XPMG63878337560972,Materials,Containers & Packaging,2500,820,78.45,488.91
572,54-9989897,2022-01-19,2022-03-13,Standard Class,I 266900,D,US,North Crystal,South Dakota,85824,Region 0,XCMR03227140392537,Financials,Diversified Financial Services,4200,820,28.07,363.24
573,37-0659240,2022-02-12,2022-03-24,First Class,PC5 L2T,A,US,Dunnport,New Mexico,89635,Region 1,VQZG94689385604221,Telecommunication Services,Wireless Telecommunication Services,6200,280,40.83,359.8
574,81-9155471,2022-04-02,2022-04-04,First Class,288C3,B,US,Warnerbury,Arkansas,84740,Region 3,LAHY53661716439733,Consumer Staples,Food Products,200,540,38.88,795.36
575,10-4398447,2022-03-12,2022-03-17,First Class,30-8864F,C,US,Port Sharontown,Alaska,62941,Region 4,FHQR78663362664948,Consumer Staples,Food Products,2300,300,73.9,660.65
576,02-4473991,2022-02-08,2022-03-14,Standard Class,6377,C,US,Espinozachester,South Carolina,11134,Region 2,IJVI61748210017121,Materials,Paper & Forest Products,4100,870,63.41,355.91
577,59-4408135,2022-02-26,2022-03-12,First Class,461R1,B,US,Alisonhaven,South Carolina,35104,Region 4,NEAM45999322548450,Information Technology,"Electronic Equipment, Instruments & Components",4400,790,63.76,451.54
578,54-0165440,2022-02-14,2022-02-18,Standard Class,EPB0899,B,US,Veronicatown,Colorado,76962,Region 0,DCOT44815444350406,Health Care,Life Sciences Tools & Services,7300,740,26.49,819.39
579,30-3162176,2022-03-02,2022-04-04,First Class,5-51893,C,US,Smithfurt,Oklahoma,86826,Region 0,JRLX17774182474766,Information Technology,Internet Software & Services,3400,570,65.55,49.81
580,31-2078188,2022-02-23,2022-03-19,Second Class,42A YO6,A,US,Lake Grant,Alaska,94198,Region 3,XIZX03405108099096,Telecommunication Services,Wireless Telecommunication Services,8500,900,72.81,512.12
581,20-5027708,2022-01-14,2022-02-22,First Class,920-SQG,A,US,Lake Megan,South Carolina,63567,Region 1,ONDK89674044110453,Financials,Thrifts & Mortgage Finance,1600,50,47.83,656.86
582,16-3750639,2022-03-19,2022-03-30,Standard Class,18J P49,B,US,North Christophermouth,Washington,02873,Region 0,GYIS55933573342304,Industrials,Industrial Conglomerates,1300,330,0.16,132.72
583,38-2880940,2022-01-28,2022-02-20,Second Class,NWL 1588,C,US,Rebeccafurt,Tennessee,73631,Region 3,PJWZ42980547862308,Financials,Capital Markets,4600,160,0.47,575.01
584,37-2902003,2022-01-26,2022-02-16,Standard Class,508L3,C,US,Cherylmouth,Texas,62425,Region 1,HQMG28831447143250,Health Care,Life Sciences Tools & Services,300,60,89.06,240.34
585,33-0258772,2022-04-08,2022-04-08,Standard Class,1FA 715,B,US,Vasquezmouth,Montana,34654,Region 4,IZBX66505516553788,Consumer Staples,Household Products,5900,690,49.32,736.75
586,94-4337423,2022-01-18,2022-02-01,Standard Class,539 TDQ,B,US,Smithview,Vermont,58177,Region 3,YHAJ86782252111734,Energy,Energy Equipment & Services,5100,30,17.14,517.97
587,93-0620674,2022-01-12,2022-01-30,Standard Class,101879,C,US,Jacobsborough,Alaska,77848,Region 1,TCXR25265262985346,Industrials,Electrical Equipment,1900,430,29.22,287.68
588,73-8650123,2022-03-22,2022-04-06,First Class,7SX 752,A,US,South Katrinaport,Alabama,90777,Region 1,QPOR86374692116758,Consumer Discretionary,Leisure Products,200,960,86.31,911.41
589,59-5920798,2022-03-25,2022-04-06,Standard Class,375 AWH,D,US,Lake Travisfurt,Idaho,05083,Region 1,ZDAG08273032000089,Energy,Energy Equipment & Services,2300,310,58.9,208.36
590,64-5487120,2022-01-19,2022-01-22,Second Class,4JI 587,A,US,Lake Vincent,Wisconsin,69871,Region 3,OQFI36851622106833,Financials,Insurance,2800,880,40.9,849.09
591,14-7094634,2022-01-29,2022-03-24,Second Class,LAJ 764,D,US,Jennifertown,Montana,92549,Region 2,RATJ57521687686146,Consumer Staples,Tobacco,4200,980,91.14,785.29
592,24-5822124,2022-01-26,2022-02-23,Standard Class,4HLX 03,A,US,Christianville,South Carolina,62325,Region 0,TCNU22422644559904,Industrials,Trading Companies & Distributors,9200,400,88.39,511.94
593,23-0739462,2022-01-07,2022-03-30,Second Class,LML-5347,C,US,Jacobsville,Kansas,47627,Region 4,LPMN68502717160399,Real Estate,Real Estate Management & Development,1800,840,11.78,478.13
594,67-0107151,2022-04-05,2022-04-05,Standard Class,5CB9032,A,US,Danielbury,Oregon,85251,Region 0,SJFU31851567660774,Real Estate,Real Estate Management & Development,200,50,22.51,128.76
595,26-8510134,2022-04-03,2022-04-07,Second Class,4G KY246,A,US,Parkside,Nebraska,92667,Region 4,PZJW26422988651813,Consumer Discretionary,Automobiles,6700,650,73.6,860.7
596,14-6789298,2022-04-02,2022-04-06,First Class,X50-71H,D,US,Evanhaven,Nebraska,82892,Region 4,FPKV36461075980182,Energy,"Oil, Gas & Consumable Fuels",7600,650,75.48,686.36
597,48-0012584,2022-01-16,2022-02-19,Second Class,156 VMB,C,US,Osborneborough,Louisiana,50069,Region 1,MIFI54606492558738,Consumer Discretionary,Diversified Consumer Services,5600,230,69.75,672.24
598,74-0573436,2022-02-17,2022-02-20,Standard Class,724-097,D,US,West Madisonstad,Idaho,88006,Region 4,BFQM19007881541704,Financials,Diversified Financial Services,7600,620,54.0,252.16
599,20-5939621,2022-04-07,2022-04-07,First Class,203-467,D,US,East Stephenton,Nevada,09998,Region 1,KXCU37163950821734,Materials,Containers & Packaging,5400,620,78.03,666.27
600,77-0271341,2022-01-19,2022-02-10,Second Class,WAJ2611,D,US,Thompsonmouth,Minnesota,42686,Region 0,ICIP95688582095693,Materials,Chemicals,5700,970,82.65,48.26
601,75-4552153,2022-02-17,2022-03-01,First Class,K64-UMF,B,US,Gomezmouth,Wisconsin,91850,Region 3,QWKW18852254676275,Utilities,Electric Utilities,4700,260,85.72,210.86
602,24-8614771,2022-02-18,2022-04-07,First Class,IAM 811,C,US,Bennettview,Florida,81577,Region 1,VKRJ13078148976370,Real Estate,Equity Real Estate Investment Trusts,5700,790,70.55,91.51
603,14-5070420,2022-03-07,2022-03-22,Second Class,PP-5163,A,US,East Mary,Maryland,96152,Region 2,WIQD09880550662229,Telecommunication Services,Diversified Telecommunication Services,5700,660,18.47,234.54
604,11-4304787,2022-04-07,2022-04-08,Second Class,499-ZZK,C,US,Alexberg,Utah,19433,Region 0,KDRN02560767416725,Health Care,Life Sciences Tools & Services,5700,680,35.75,173.63
605,15-3623638,2022-01-20,2022-02-14,First Class,NO-1130,D,US,Ruthmouth,Iowa,80608,Region 3,ETGM32626558093931,Materials,Metals & Mining,5300,760,53.03,819.62
606,03-2271650,2022-03-23,2022-03-27,First Class,ZJN 706,B,US,North Christine,Kentucky,54484,Region 0,VQTU57487491829443,Utilities,Gas Utilities,7100,610,81.54,171.19
607,94-6791466,2022-02-26,2022-02-26,First Class,8184,B,US,Victormouth,Oregon,31939,Region 4,XDCT76349595755729,Consumer Discretionary,Specialty Retail,8100,450,98.98,383.62
608,44-8223821,2022-01-11,2022-02-27,Second Class,203 2KX,B,US,Lake Adam,Louisiana,23980,Region 0,SDWM89933039078018,Consumer Staples,Tobacco,3400,280,26.58,560.58
609,32-8136864,2022-02-18,2022-03-27,Second Class,L61-BAY,D,US,North Richardshire,Nebraska,63375,Region 1,GFDF55375590729705,Materials,Metals & Mining,2100,290,77.08,952.39
610,20-7195522,2022-03-11,2022-03-15,Second Class,473 ELB,B,US,Robertville,Massachusetts,05004,Region 0,JEOD80875792632810,Utilities,Multi-Utilities,8800,100,49.99,680.99
611,32-2294561,2022-03-26,2022-04-05,First Class,522WIO,C,US,East Hectorhaven,Virginia,57312,Region 1,LKKU06438576848954,Financials,Diversified Financial Services,5900,560,18.39,117.32
612,94-5341575,2022-01-10,2022-02-21,First Class,40F X29,A,US,Holmesside,Tennessee,25804,Region 4,YCMP57343281592220,Consumer Staples,Tobacco,8400,600,9.13,485.81
613,57-0253753,2022-03-05,2022-03-26,Standard Class,812-FGFZ,B,US,Tapiaview,Maine,64755,Region 2,ZHIA17450495525149,Materials,Paper & Forest Products,2300,780,34.11,307.72
614,72-9052071,2022-02-13,2022-03-04,Second Class,718 OJ9,B,US,Port Tiffanybury,Washington,84299,Region 4,FIVR39617306135286,Health Care,Life Sciences Tools & Services,8700,410,70.04,677.0
615,61-8673466,2022-01-05,2022-03-02,Second Class,336JT,B,US,Juliechester,Arizona,23210,Region 0,HVPJ53687541847487,Materials,Containers & Packaging,6800,470,73.57,319.11
616,25-9395806,2022-03-11,2022-03-18,First Class,LMJ-689,A,US,Pattonstad,Oklahoma,55640,Region 4,QLXY66651472797306,Health Care,Health Care Equipment & Supplies,3600,600,29.77,867.92
617,81-5122485,2022-03-23,2022-04-02,Standard Class,P45-82K,B,US,West Janiceland,Massachusetts,70308,Region 1,IQEN82462766664753,Financials,Capital Markets,2900,960,10.6,552.86
618,35-6317183,2022-02-17,2022-03-10,Second Class,48-8010J,A,US,Heatherville,California,59785,Region 4,UKCP56861007112919,Industrials,Aerospace & Defense,4900,180,64.86,243.3
619,48-8279465,2022-02-11,2022-02-24,Second Class,32-63789,D,US,West Jimmyport,Nebraska,88099,Region 4,SSLV72448626708136,Information Technology,"Technology Hardware, Storage & Peripherals",9700,180,18.99,674.4
620,20-4101397,2022-03-05,2022-03-06,Standard Class,EM-7550,D,US,Smithshire,Ohio,26801,Region 3,EFPM55017476774822,Energy,Energy Equipment & Services,1000,770,10.06,49.6
621,73-7578518,2022-03-30,2022-04-08,First Class,R40 3GY,B,US,New Danielside,Maryland,11445,Region 2,SDVW63150147919622,Consumer Discretionary,Automobiles,6900,110,68.55,304.63
622,92-6317879,2022-04-06,2022-04-07,Second Class,ZSF 014,B,US,Port Albertview,Arkansas,22506,Region 1,UHLW68251431846081,Information Technology,"Technology Hardware, Storage & Peripherals",2300,890,24.92,283.38
623,12-5794645,2022-01-21,2022-03-20,First Class,Y 541226,A,US,Michaelmouth,Idaho,46753,Region 4,KNFA81527642246066,Utilities,Gas Utilities,1100,470,30.5,490.12
624,13-0344411,2022-02-22,2022-03-01,Standard Class,720-ZWO,D,US,East Sharon,New York,35816,Region 2,TKSI23772068381408,Real Estate,Equity Real Estate Investment Trusts,6900,40,60.93,470.63
625,51-8793578,2022-01-11,2022-03-24,Second Class,K18 3XB,D,US,New Heather,Idaho,78684,Region 2,MSNY56447650539257,Energy,"Oil, Gas & Consumable Fuels",8400,470,48.36,114.17
626,41-4270323,2022-01-04,2022-01-11,First Class,07A QK3,A,US,Johnsonchester,Connecticut,26993,Region 1,PLMS26396017215096,Consumer Discretionary,Leisure Products,1000,500,72.29,854.62
627,45-4741786,2022-02-20,2022-03-10,Second Class,667 KXZ,B,US,New Kimberlychester,Michigan,22890,Region 4,RQJZ69673864536270,Health Care,Health Care Equipment & Supplies,2000,550,37.63,958.1
628,87-8424787,2022-01-31,2022-03-22,Standard Class,XIK I58,B,US,Port Williamside,New Mexico,51455,Region 1,XEQW59047169256787,Utilities,Independent Power and Renewable Electricity Producers,2400,90,53.57,538.46
629,87-3675826,2022-03-15,2022-04-06,First Class,001-EUG,C,US,New Christiestad,Colorado,12794,Region 3,SLKV22238851810669,Real Estate,Equity Real Estate Investment Trusts,9800,150,9.32,839.1
630,12-8833500,2022-02-21,2022-04-06,Standard Class,571-568,D,US,Amytown,Kentucky,05130,Region 2,NGMK76029862388677,Telecommunication Services,Diversified Telecommunication Services,6100,810,6.8,549.14
631,92-8705786,2022-04-04,2022-04-07,Standard Class,MZY 169,D,US,Kimberlymouth,Utah,76049,Region 3,IPTI00134008046595,Real Estate,Real Estate Management & Development,500,840,75.99,979.27
632,92-4622192,2022-02-11,2022-04-03,First Class,162 BIN,D,US,Markland,Arkansas,86641,Region 3,NKTA50990708787191,Telecommunication Services,Diversified Telecommunication Services,2900,200,46.85,201.42
633,75-7937549,2022-01-28,2022-04-08,Standard Class,LYG 328,C,US,Port Chelseafort,Arkansas,69357,Region 2,XFSW75430753239560,Financials,Banks,300,810,82.82,821.66
634,47-8392215,2022-03-19,2022-03-28,First Class,S11 9VW,D,US,Garciafurt,Arizona,96300,Region 3,XFYE37295634625661,Consumer Discretionary,Internet & Catalog Retail,6700,40,27.29,213.41
635,71-2635151,2022-03-28,2022-04-09,First Class,13K S79,B,US,Kimhaven,Missouri,84169,Region 2,QVPN00122822638680,Industrials,Industrial Conglomerates,500,190,64.62,949.56
636,74-2757828,2022-01-08,2022-02-21,First Class,CG 1921,B,US,Lisamouth,Tennessee,82961,Region 3,ZTQP14818305255148,Financials,Consumer Finance,900,490,21.03,477.69
637,26-7592104,2022-01-09,2022-01-24,Second Class,XHA-047,A,US,Lake Raymond,Indiana,30504,Region 2,FVOB78468956552577,Financials,Insurance,300,400,63.07,864.19
638,25-1651059,2022-03-21,2022-04-03,First Class,5UC 362,D,US,West Nicholasstad,Nebraska,12328,Region 4,JXRU65026637792162,Information Technology,Internet Software & Services,7700,230,42.53,815.61
639,30-9046802,2022-01-03,2022-03-29,First Class,081 KPI,D,US,Peckchester,Utah,65590,Region 3,BFVY21315030381708,Consumer Discretionary,Distributors,6900,1000,3.27,578.79
640,80-7198604,2022-03-09,2022-03-20,First Class,TX 76764,A,US,New Jeffreyview,New Hampshire,37270,Region 4,RNXE49903093465337,Health Care,Health Care Technology,5400,630,90.63,680.83
641,74-9600754,2022-02-19,2022-03-27,Second Class,0PS 056,C,US,Lake Taylorville,Georgia,67831,Region 3,RVQE86292710374336,Industrials,Transportation Infrastructure,4100,430,41.37,931.12
642,87-0553736,2022-03-17,2022-03-22,Second Class,EUU 7901,C,US,Smithberg,Alaska,72466,Region 1,JCQW07969926020848,Materials,Containers & Packaging,3200,790,85.62,735.6
